"index"	"video"	"video_type"	"question"	"answer"	"dimensions"	"video_path"
"147"	"sWdMVLTeIxo"	"Food & Drink"	"In this video, how many condiments are used to make a fried chicken marinade?"	"15 kinds of condiments are used for the marinade"	"['Counting']"	"./video/sWdMVLTeIxo.mp4"
"148"	"sWdMVLTeIxo"	"Food & Drink"	"What does the blogger use for chicken giblets?"	"The blogger used scissors to treat some of the entrails of the chickens."	"['Object Recognition']"	"./video/sWdMVLTeIxo.mp4"
"149"	"nAbOA3pCZJM"	"Food & Drink"	"How many drinks did the blogger drink"	"The blogger drank 10 different drinks"	"['Counting']"	"./video/nAbOA3pCZJM.mp4"
"150"	"nAbOA3pCZJM"	"Food & Drink"	"Which color of drink did the blogger give the highest score?"	"The blogger gave the pink PRIME drink the highest score."	"['OCR']"	"./video/nAbOA3pCZJM.mp4"
"151"	"nAbOA3pCZJM"	"Food & Drink"	"What does the cup in the video look like?"	"This is a cup that looks like a bird."	"['Object Recognition']"	"./video/nAbOA3pCZJM.mp4"
"152"	"nAbOA3pCZJM"	"Food & Drink"	"What function does the bird-like stuff in the video serve?"	"It is a cup for drinking water."	"['Function Reasoning']"	"./video/nAbOA3pCZJM.mp4"
"153"	"nAbOA3pCZJM"	"Food & Drink"	"Tell me if the blogger looked calm or excited throughout the video?"	"He looked relatively calm."	"['Video Emotion']"	"./video/nAbOA3pCZJM.mp4"
"154"	"fIacEkP9cLU"	"Food & Drink"	"What kind of milk tea does the blogger drink?"	"According to the ingredients in the milk tea, we can know that they drink bubble milk tea"	"['Object Recognition']"	"./video/fIacEkP9cLU.mp4"
"155"	"fIacEkP9cLU"	"Food & Drink"	"When the straw can't be inserted into the milk tea, what does the ""psychopath"" do?"	"The blogger directly tore off the lid of the packaged milk tea."	"['Human Motion']"	"./video/fIacEkP9cLU.mp4"
"156"	"fIacEkP9cLU"	"Food & Drink"	"When a girl successfully drinks milk tea, how does she feel?"	"She is very happy."	"['Video Emotion']"	"./video/fIacEkP9cLU.mp4"
"157"	"fIacEkP9cLU"	"Food & Drink"	"Which character in the video seemed more excited when drinking the bubble tea, the man or the woman?"	"The woman."	"['Video Emotion']"	"./video/fIacEkP9cLU.mp4"
"158"	"JBN-k3-noVo"	"Food & Drink"	"At the beginning of the video, what state might the water in the pot be in before adding pasta to the pot?"	"The water is boiling."	"['Physical Property']"	"./video/JBN-k3-noVo.mp4"
"159"	"JBN-k3-noVo"	"Food & Drink"	"What kind of food does the blogger cook?"	"The blogger is cooking spaghetti with meat sauce."	"['Video Topic']"	"./video/JBN-k3-noVo.mp4"
"160"	"JBN-k3-noVo"	"Food & Drink"	"Is there any garlic in this pasta?"	"Of course, the blogger put the garlic after adding the oil."	"['Object Recognition']"	"./video/JBN-k3-noVo.mp4"
"161"	"JBN-k3-noVo"	"Food & Drink"	"Is there any chili in this pasta?"	"No, the blogger didn't use chili."	"['Object Recognition']"	"./video/JBN-k3-noVo.mp4"
"162"	"UEECwQ_kYLs"	"Food & Drink"	"In the video, how many potatoes did the blogger take to make mashed potatoes?"	"Two potatoes."	"['Counting']"	"./video/UEECwQ_kYLs.mp4"
"163"	"UEECwQ_kYLs"	"Food & Drink"	"What's that thing that's drizzled over mashed potatoes?"	"It was topped with chicken gravy."	"['OCR']"	"./video/UEECwQ_kYLs.mp4"
"164"	"I3TjxEYbOQQ"	"Food & Drink"	"What is the possible relationship between the two characters in the video?"	"They may be a couple. because:
1. Girls take the initiative to feed food to boys
2. The subtitle has the word ""couple"""	"['Social Relation']"	"./video/I3TjxEYbOQQ.mp4"
"165"	"I3TjxEYbOQQ"	"Food & Drink"	"When the male blogger is eating coriander, why is there a clip of a rabbit grazing in the video?"	"Because the video wants to express that the male blogger looks like a rabbit eating coriander."	"['Common Sense Reasoning']"	"./video/I3TjxEYbOQQ.mp4"
"166"	"I3TjxEYbOQQ"	"Food & Drink"	"Is the food they are eating cold or hot?"	"At the beginning of the video, the female blogger said that they eat cold food."	"['OCR']"	"./video/I3TjxEYbOQQ.mp4"
"167"	"DrQzaGncGmw"	"Food & Drink"	"At the beginning of the video, what effect does the clip of the two girls watching others eat?"	"It's a causal relationship. They see other people eating delicious food. They felt very envious, so they planned to eat this delicacy next time."	"['Causal Reasoning']"	"./video/DrQzaGncGmw.mp4"
"168"	"DrQzaGncGmw"	"Food & Drink"	"Are they happy to eat these things?"	"Yes, they look happy and enjoy eating these delicious treats."	"['Video Emotion']"	"./video/DrQzaGncGmw.mp4"
"169"	"-9mIKCYg2vU"	"Food & Drink"	"What kind of seafood does the guy eat first?"	"Octopus"	"['Object Recognition']"	"./video/-9mIKCYg2vU.mp4"
"170"	"-9mIKCYg2vU"	"Food & Drink"	"What might the person in the video do for a living?"	"He may have a full-time job as a fisherman and a part-time job shooting videos as a food blogger."	"['Identity Reasoning']"	"./video/-9mIKCYg2vU.mp4"
"171"	"-9mIKCYg2vU"	"Food & Drink"	"Did the guy eat shrimp in the video?"	"Of course, at about 2 minutes and 50 seconds of the video, the boy is eating shrimp."	"['Video Scene']"	"./video/-9mIKCYg2vU.mp4"
"172"	"AnFxFeH2zTY"	"Food & Drink"	"Does the fried chicken in the video use lemon?"	"Yes, lemon juice is needed"	"['Object Recognition']"	"./video/AnFxFeH2zTY.mp4"
"173"	"AnFxFeH2zTY"	"Food & Drink"	"Where should the marinated chicken be placed?"	"It needs to be placed in refrigerator for better marinade"	"['Video Scene']"	"./video/AnFxFeH2zTY.mp4"
"174"	"AnFxFeH2zTY"	"Food & Drink"	"Where did the blogger learn this method of making fried chicken?"	"It is recorded in the book ""Ruhlman's Twenty"" by Michael Ruhlman. This practice comes from a restaurant called Ad Hoc
 in Napa Valley of the U.S."	"['OCR']"	"./video/AnFxFeH2zTY.mp4"
"175"	"DmUgQzu3Z4U"	"Food & Drink"	"Can you sum up the topic of this video?"	"Sure. These vloggers eat a lot of brightly colored food. For example: mint colours, pink and black."	"['Video Topic']"	"./video/DmUgQzu3Z4U.mp4"
"176"	"DmUgQzu3Z4U"	"Food & Drink"	"Has the blogger ever eaten turkey noodles?"	"Certainly. Girls in pink style eat pink turkey noodles."	"['Object Recognition']"	"./video/DmUgQzu3Z4U.mp4"
"177"	"DmUgQzu3Z4U"	"Food & Drink"	"Did the mint-style guy in the video drink his mouthwash?"	"Yes, he drank it. This is very strange. Under normal circumstances we are not allowed to drink mouthwash, but this boy may be doing it to attract viewers."	"['Counterfactual Reasoning']"	"./video/DmUgQzu3Z4U.mp4"
"178"	"PEsqPX-PWOQ"	"Food & Drink"	"How many delicacies did the blogger cook?"	"The blogger made 6 delicious foods."	"['Counting']"	"./video/PEsqPX-PWOQ.mp4"
"179"	"PEsqPX-PWOQ"	"Food & Drink"	"Is this video about medical dissection?"	"No. The theme of this video is sharing delicious food."	"['Video Topic']"	"./video/PEsqPX-PWOQ.mp4"
"180"	"PEsqPX-PWOQ"	"Food & Drink"	"Is this blogger married?"	"I don't know and that's a misleading question. There is no marriage information in the video."	"['Hallucination']"	"./video/PEsqPX-PWOQ.mp4"
"181"	"PEsqPX-PWOQ"	"Food & Drink"	"Is this video about birthday party?"	"No. The theme of this video is sharing delicious food."	"['Video Topic']"	"./video/PEsqPX-PWOQ.mp4"
"182"	"Fhid626KhOs"	"Food & Drink"	"What color is the main character in this video wearing?"	"He was wearing a dark blue and light blue vest."	"['Attribute Recognition']"	"./video/Fhid626KhOs.mp4"
"183"	"Fhid626KhOs"	"Food & Drink"	"Did the people in the video eat mushrooms?"	"Yes, the blogger ate mushrooms"	"['Object Recognition']"	"./video/Fhid626KhOs.mp4"
"184"	"Fhid626KhOs"	"Food & Drink"	"Do they have anything to drink?"	"Yes, I see there are drinks on the table."	"['Object Recognition']"	"./video/Fhid626KhOs.mp4"
"185"	"8aQBCxS-WVM"	"Food & Drink"	"What is the subject of this video?"	"The theme is to make delicious Chinese food."	"['Video Topic']"	"./video/8aQBCxS-WVM.mp4"
"186"	"8aQBCxS-WVM"	"Food & Drink"	"Did the man put scallions in his fish dish?"	"Yes. He added green onions to the fish puree, which is an operation to remove the fishy smell."	"['Object Recognition']"	"./video/8aQBCxS-WVM.mp4"
"187"	"8aQBCxS-WVM"	"Food & Drink"	"What did the man cover the multigrain rice with?"	"The man wrapped multigrain rice with pig skin and stitched it with thread."	"['Object Recognition']"	"./video/8aQBCxS-WVM.mp4"
"188"	"uZ626SU5T2I"	"Food & Drink"	"How many grams of sugar did this blogger use when making his mango towel rolls?"	"The blogger used 12 grams of sugar"	"['OCR']"	"./video/uZ626SU5T2I.mp4"
"189"	"uZ626SU5T2I"	"Food & Drink"	"At what temperature did the blogger pour batter into the pan?"	"The temperature of the pan is about 150-160 degrees Celsius."	"['OCR']"	"./video/uZ626SU5T2I.mp4"
"190"	"uZ626SU5T2I"	"Food & Drink"	"How many sheets of flatbread did the blogger use to make this mango towel roll cake?"	"Baked three sheets of flatbread."	"['Counting']"	"./video/uZ626SU5T2I.mp4"
"191"	"Dw5-d6xP8sw"	"Food & Drink"	"How much does this blogger eat fried chicken?"	"According to the subtitles of the video, the fried chicken is 79 yuan"	"['OCR']"	"./video/Dw5-d6xP8sw.mp4"
"192"	"Dw5-d6xP8sw"	"Food & Drink"	"Does the blogger think tofu burgers are good?"	"The blogger thinks this tofu burger is creative but not tasty."	"['Video Emotion']"	"./video/Dw5-d6xP8sw.mp4"
"193"	"Dw5-d6xP8sw"	"Food & Drink"	"How many people are there for this dinner? How much did they eat?"	"According to the caption at the beginning of the video, a total of five people ate 554 yuan."	"['OCR']"	"./video/Dw5-d6xP8sw.mp4"
"194"	"Dw5-d6xP8sw"	"Food & Drink"	"How much did they spend per person on this meal?"	"They have 5 people, total cost 554 yuan, so the per-person cost is 554/5 = 110.8 yuan."	"['Mathematical Calculation']"	"./video/Dw5-d6xP8sw.mp4"
"195"	"u0GSFSvWDG4"	"Food & Drink"	"Did the guy in the video eat shrimp?"	"Of course, he queued up for a long time to eat this shrimp."	"['Object Recognition']"	"./video/u0GSFSvWDG4.mp4"
"196"	"u0GSFSvWDG4"	"Food & Drink"	"How much did they spend per person on this meal?"	"They have 3 people, total cost 836 yuan, so the per-person cost is 836/3 =  278.67 yuan."	"['Mathematical Calculation']"	"./video/u0GSFSvWDG4.mp4"
"197"	"u0GSFSvWDG4"	"Food & Drink"	"How long did bloggers line up for this meal?"	"The caption at the beginning of the video tells us that they waited for after 2 hours."	"['OCR']"	"./video/u0GSFSvWDG4.mp4"
"198"	"2BrF1MaH0qw"	"Food & Drink"	"How many passion fruits did the blogger use?"	"The subtitle tells us that the blogger used 12 passion fruits."	"['OCR']"	"./video/2BrF1MaH0qw.mp4"
"199"	"2BrF1MaH0qw"	"Food & Drink"	"What did the blogger use to remove the seeds of the small green orange?"	"The blogger used a paring knife to get the seeds out."	"['Human-object Interaction']"	"./video/2BrF1MaH0qw.mp4"
"200"	"2BrF1MaH0qw"	"Food & Drink"	"What is this video about?"	"The blogger teach us how to make Passion Fruit Lemon Honey."	"['Video Topic']"	"./video/2BrF1MaH0qw.mp4"
"201"	"TjNgrAUrnZU"	"Food & Drink"	"Guess what season it is in the video?"	"The video subtitles tell us it's summer."	"['OCR']"	"./video/TjNgrAUrnZU.mp4"
"202"	"TjNgrAUrnZU"	"Food & Drink"	"Why do bloggers keep stirring when they cook sago?"	"Because it keeps the sago from sticking to the pan."	"['OCR']"	"./video/TjNgrAUrnZU.mp4"
"203"	"TjNgrAUrnZU"	"Food & Drink"	"How did the blogger cut the mango?"	"The blogger diced the mango."	"['Human-object Interaction']"	"./video/TjNgrAUrnZU.mp4"
"204"	"TjNgrAUrnZU"	"Food & Drink"	"How many children does the family have?"	"The family has 3 children."	"['Counting']"	"./video/TjNgrAUrnZU.mp4"
"205"	"TjNgrAUrnZU"	"Food & Drink"	"How many daughters does the family have?"	"The family has only 1 daughter."	"['Counting']"	"./video/TjNgrAUrnZU.mp4"
"206"	"_cmx_KUDyBM"	"Food & Drink"	"Is there Bulbasaur in the video?"	"Yes, the Bulbasaur in the video is supposed to be an ornament."	"['Object Recognition']"	"./video/_cmx_KUDyBM.mp4"
"207"	"_cmx_KUDyBM"	"Food & Drink"	"How many eggs does the blogger use for a delicious meal?"	"Two eggs."	"['Counting']"	"./video/_cmx_KUDyBM.mp4"
"208"	"_cmx_KUDyBM"	"Food & Drink"	"Is the food made by the blogger hard or soft?"	"The result is a dish as soft as jelly."	"['Physical Property']"	"./video/_cmx_KUDyBM.mp4"
"209"	"-Xd-kqgIFHw"	"Food & Drink"	"Do you think this sauce neck is easy to bite off?"	"It's hard to bite off because I saw how hard the blogger went to bite off the flesh."	"['Physical Property']"	"./video/-Xd-kqgIFHw.mp4"
"210"	"-Xd-kqgIFHw"	"Food & Drink"	"What is this blogger's name?"	"According to the subtitles, the blogger's name is ""Da_sao""."	"['OCR']"	"./video/-Xd-kqgIFHw.mp4"
"211"	"-Xd-kqgIFHw"	"Food & Drink"	"What did the blogger drink?"	"Based on the color of the bottle, I think it's Sprite."	"['Object Recognition']"	"./video/-Xd-kqgIFHw.mp4"
"212"	"lnN-qYnpl7Q"	"Food & Drink"	"Did the kids eat ice cream?"	"Yes. At about 45s in the video, the child is eating ice cream."	"['Object Recognition']"	"./video/lnN-qYnpl7Q.mp4"
"213"	"lnN-qYnpl7Q"	"Food & Drink"	"What is the relationship between the three main characters in the video?"	"They're a family because the man called the woman wife."	"['Social Relation']"	"./video/lnN-qYnpl7Q.mp4"
"214"	"lnN-qYnpl7Q"	"Food & Drink"	"How did the man separate the buns into the mutton soup?"	"The man crushed the bun with his fingers and put it into the mutton soup."	"['Human-object Interaction']"	"./video/lnN-qYnpl7Q.mp4"
"215"	"tCAoOU-FPK0"	"Food & Drink"	"How old is the male blogger?"	"I don't know."	"['Hallucination']"	"./video/tCAoOU-FPK0.mp4"
"216"	"tCAoOU-FPK0"	"Food & Drink"	"How much was the hot pot they ate?"	"Between 400 and 500 yuan according to the subtitles"	"['OCR']"	"./video/tCAoOU-FPK0.mp4"
"217"	"tCAoOU-FPK0"	"Food & Drink"	"Does the blogger eat rice in this video?"	"No. Bloggers ate noodles, hot pot and instant noodles."	"['Object Recognition']"	"./video/tCAoOU-FPK0.mp4"
"218"	"U19dOp9Nf4k"	"Food & Drink"	"What topics do bloggers share content on?"	"The blogger wants to share a dish about pork ribs."	"['Video Topic']"	"./video/U19dOp9Nf4k.mp4"
"219"	"U19dOp9Nf4k"	"Food & Drink"	"What is the position relationship between the ribs and the quilt-like flatbread in the pot?"	"Flatbread is on top of the ribs"	"['Spatial Relationship']"	"./video/U19dOp9Nf4k.mp4"
"220"	"U19dOp9Nf4k"	"Food & Drink"	"How many people are eating together at the end of the video?"	"Five people."	"['Counting']"	"./video/U19dOp9Nf4k.mp4"
"221"	"6gj5l_Y9Wcc"	"Food & Drink"	"What's their main course for dinner?"	"Fried chicken is the main dish."	"['Object Recognition']"	"./video/6gj5l_Y9Wcc.mp4"
"222"	"6gj5l_Y9Wcc"	"Food & Drink"	"What might the blogger's son be called?"	"According to the subtitles, the blogger's son is called Xiao Fei Yang."	"['OCR']"	"./video/6gj5l_Y9Wcc.mp4"
"223"	"6gj5l_Y9Wcc"	"Food & Drink"	"What's the price of fried chicken?"	"According to the subtitles, the price of fried chicken is 138 yuan."	"['OCR']"	"./video/6gj5l_Y9Wcc.mp4"
"224"	"MP4xavSDxKc"	"Food & Drink"	"What is this video trying to say to people?"	"The theme of this video is a delicious food sharing."	"['Video Topic']"	"./video/MP4xavSDxKc.mp4"
"225"	"MP4xavSDxKc"	"Food & Drink"	"What's their relationship?"	"According to the subtitles, they are brother and sister."	"['Social Relation']"	"./video/MP4xavSDxKc.mp4"
"226"	"MP4xavSDxKc"	"Food & Drink"	"How they feel when they eat?"	"They are very happy and enjoy the food."	"['Video Emotion']"	"./video/MP4xavSDxKc.mp4"
"227"	"iN8BYY09AOU"	"Food & Drink"	"What kind of video is this?"	"This video is about eating food very fast."	"['Video Topic']"	"./video/iN8BYY09AOU.mp4"
"228"	"iN8BYY09AOU"	"Food & Drink"	"How many eggs did the woman who ate eggs eat?"	"She ate nine eggs"	"['Counting']"	"./video/iN8BYY09AOU.mp4"
"229"	"u_wB9JiIGy4"	"Autos & Vehicles"	"What is this video about?"	"This could be a promo for a car."	"['Video Topic']"	"./video/u_wB9JiIGy4.mp4"
"230"	"u_wB9JiIGy4"	"Autos & Vehicles"	"How much does this car cost?"	"I don't know."	"['Hallucination']"	"./video/u_wB9JiIGy4.mp4"
"231"	"u_wB9JiIGy4"	"Autos & Vehicles"	"Were the taillights of the car in the video ever turned on?"	"Yes. This happens at the end of the video."	"['Event Recognition']"	"./video/u_wB9JiIGy4.mp4"
"232"	"u_wB9JiIGy4"	"Autos & Vehicles"	"What country is that in the video?"	"I don't know"	"['Hallucination']"	"./video/u_wB9JiIGy4.mp4"
"233"	"0K6JdhvKk6U"	"Autos & Vehicles"	"What's the license plate number of this car?"	"N BX 70C"	"['OCR']"	"./video/0K6JdhvKk6U.mp4"
"234"	"0K6JdhvKk6U"	"Autos & Vehicles"	"What is the top speed of this car?"	"I don't know"	"['Hallucination']"	"./video/0K6JdhvKk6U.mp4"
"235"	"hA_sVbZVbJQ"	"Autos & Vehicles"	"What model is this car?"	"LEXUS LX500D"	"['OCR']"	"./video/hA_sVbZVbJQ.mp4"
"236"	"hA_sVbZVbJQ"	"Autos & Vehicles"	"How many seats does this car have?"	"The car has five seats"	"['Object Recognition', 'Counting']"	"./video/hA_sVbZVbJQ.mp4"
"237"	"hA_sVbZVbJQ"	"Autos & Vehicles"	"What's the license plate number of the car in the video?"	"I don't know"	"['Hallucination']"	"./video/hA_sVbZVbJQ.mp4"
"238"	"hDDCeHW0hvA"	"Autos & Vehicles"	"What is the type of this video?"	"It is an advertisement."	"['Video Style']"	"./video/hDDCeHW0hvA.mp4"
"239"	"hDDCeHW0hvA"	"Autos & Vehicles"	"At about 33s in the video, the little girl is sitting alone on the carousel. How is she feeling?"	"She looks depressed."	"['Video Emotion']"	"./video/hDDCeHW0hvA.mp4"
